date,open,high,low,close
2024-11-22 18:00:00,1.04187,1.04258,1.04148,1.04166
2024-11-22 19:00:00,1.04168,1.04191,1.04085,1.04108
2024-11-22 20:00:00,1.0411,1.04177,1.0408,1.04145
2024-11-22 21:00:00,1.04146,1.04225,1.04133,1.04174
2024-11-24 22:00:00,1.04767,1.04827,1.0463,1.04815
2024-11-24 23:00:00,1.04815,1.05015,1.04654,1.04799
2024-11-25 00:00:00,1.04791,1.04852,1.04736,1.04813
2024-11-25 01:00:00,1.04811,1.04902,1.04739,1.04781
2024-11-25 02:00:00,1.0478,1.04896,1.04745,1.04871
2024-11-25 03:00:00,1.04869,1.04885,1.04757,1.04777
2024-11-25 04:00:00,1.04781,1.04812,1.04744,1.04796
2024-11-25 05:00:00,1.04794,1.04833,1.04752,1.04793
2024-11-25 06:00:00,1.04794,1.049,1.04748,1.04836
2024-11-25 07:00:00,1.04836,1.04839,1.04498,1.04506
2024-11-25 08:00:00,1.04505,1.04675,1.0449,1.04651
2024-11-25 09:00:00,1.04656,1.04974,1.0463,1.04895
2024-11-25 10:00:00,1.04894,1.04972,1.04834,1.04861
2024-11-25 11:00:00,1.0486,1.04906,1.0475,1.04794
2024-11-25 12:00:00,1.04797,1.04936,1.04739,1.04889
2024-11-25 13:00:00,1.04888,1.05303,1.04885,1.05285
2024-11-25 14:00:00,1.05284,1.05305,1.05045,1.05081
2024-11-25 15:00:00,1.05082,1.05195,1.04861,1.04885
2024-11-25 16:00:00,1.04886,1.04949,1.04665,1.04777
2024-11-25 17:00:00,1.04777,1.04873,1.0469,1.04859
2024-11-25 18:00:00,1.0486,1.05082,1.04857,1.05073
2024-11-25 19:00:00,1.05074,1.0511,1.05011,1.05057
2024-11-25 20:00:00,1.05057,1.05097,1.04917,1.04925
2024-11-25 21:00:00,1.04922,1.04975,1.04919,1.04946
2024-11-25 22:00:00,1.04943,1.04971,1.04943,1.04952
2024-11-25 23:00:00,1.04954,1.0501,1.04497,1.0453
2024-11-26 00:00:00,1.04394,1.04573,1.04249,1.0435
2024-11-26 01:00:00,1.04349,1.04648,1.04303,1.04541
2024-11-26 02:00:00,1.04541,1.04649,1.0451,1.04608
2024-11-26 03:00:00,1.04607,1.04804,1.04583,1.04778
2024-11-26 04:00:00,1.04778,1.04907,1.04764,1.04798
2024-11-26 05:00:00,1.04797,1.0482,1.0474,1.04753
2024-11-26 06:00:00,1.04753,1.04838,1.04741,1.04761
2024-11-26 07:00:00,1.04763,1.04858,1.04719,1.0472
2024-11-26 08:00:00,1.04723,1.04966,1.04698,1.04914
2024-11-26 09:00:00,1.04913,1.05193,1.04908,1.05072
2024-11-26 10:00:00,1.05073,1.05208,1.05056,1.0517
2024-11-26 11:00:00,1.05171,1.05211,1.0505,1.05133
2024-11-26 12:00:00,1.05131,1.0545,1.05099,1.05236
